,date_time,instrument,client,price,mid,vol_MM,dv01,num_dealers,side,won
171074,2019-10-04 09:14:33.0,D,A,119.67,119.7586,4.0,16.7419,4,1,0
171077,2019-10-04 12:06:49.0,D,A,119.597,119.6699,4.0,16.7419,4,1,0
171251,2019-02-05 12:58:01.0,A,A,101.311,101.3108,1.0,8.9527,6,1,1
171252,2019-02-05 08:19:42.0,I,B,112.644,112.6382,0.055,6.0566,5,-1,0
171263,2019-02-05 09:46:56.0,A,A,101.37,101.3821,1.4,8.9595,5,1,0
182230,2019-03-05 09:21:37.0,A,A,101.974,101.9825,1.5,8.9526,5,1,0
182232,2019-03-05 08:26:59.0,J,A,105.627,105.5897,11.0,10.794,3,-1,1
182273,2019-04-05 15:18:26.0,J,A,107.53,107.5044,0.049,10.9412,5,-1,0
182274,2019-04-05 07:44:46.0,C,B,103.168,103.2306,5.05,9.641,5,1,0
182278,2019-04-05 07:42:49.0,H,B,109.131,109.164,2.85,7.2498,5,1,0
182280,2019-04-05 13:46:48.0,K,B,126.093,126.0935,0.003,7.156,5,1,0
182284,2019-04-05 10:37:01.0,C,D,103.136,103.1985,0.385,9.6375,10,1,0
182286,2019-04-05 10:48:35.0,E,D,101.252,101.232,0.099,4.3354,12,-1,0
182289,2019-04-05 11:11:33.0,I,D,113.47,113.4273,0.201,5.9472,10,-1,0
182385,2019-06-05 09:31:58.0,B,B,122.767,122.683,0.506,26.0775,5,-1,0
182386,2019-06-05 10:05:05.0,A,B,107.8,107.7996,0.001,9.301,5,1,0
182387,2019-06-05 13:21:20.0,L,B,101.535,101.5351,0.13,5.1999,5,1,0
182392,2019-06-05 09:41:41.0,G,A,107.474,107.5001,10.0,7.6372,5,1,0
182401,2019-06-05 09:40:17.0,D,A,109.53,109.5369,3.5,15.3891,6,1,0
182403,2019-06-05 10:48:44.0,C,A,107.695,107.6702,8.5,9.9707,6,-1,0
182406,2019-06-05 15:12:45.0,H,C,111.967,111.8975,0.04,7.3075,5,-1,0
182449,2019-07-05 11:38:43.0,G,A,109.133,109.1136,6.75,7.6823,5,-1,0
182451,2019-07-05 15:16:49.0,J,B,116.521,116.2277,0.015,11.7352,5,-1,0
182452,2019-07-05 15:17:29.0,J,B,116.348,116.2422,0.45,11.7359,5,-1,0
182470,2019-07-05 13:32:26.0,B,A,133.64,133.1291,6.5,28.8026,3,-1,0
182481,2019-07-05 15:14:52.0,B,A,133.383,133.413,0.295,28.8857,6,1,0
182484,2019-07-05 15:16:02.0,A,C,110.44,110.392,0.033,9.4694,5,-1,0
182487,2019-07-05 15:06:38.0,B,A,131.745,133.388,0.009,28.8763,5,1,0
182520,2019-08-05 15:08:49.0,F,A,124.621,124.661,0.037,15.2749,5,1,0
182527,2019-08-05 11:27:13.0,F,A,124.863,124.7567,4.0,15.2889,5,-1,0
182532,2019-08-05 11:23:55.0,J,A,117.928,117.9543,0.5,11.8607,6,1,0
182536,2019-08-05 10:05:35.0,L,A,102.577,102.6027,1.5,5.0966,5,1,0
182537,2019-08-05 15:06:56.0,B,A,138.495,138.5215,0.025,30.1917,5,1,0
182586,2019-09-05 08:50:04.0,G,A,110.103,109.9135,7.75,7.578,5,-1,0
182590,2019-09-05 09:42:58.0,H,B,113.852,113.8309,0.035,7.2022,10,-1,0
182595,2019-09-05 10:14:51.0,C,A,112.178,112.2804,5.0,10.2082,5,1,0
182596,2019-09-05 13:40:26.0,I,B,115.53,115.5418,0.02,5.6631,10,1,0
182605,2019-09-05 15:21:30.0,L,A,102.669,102.641,0.525,5.0076,6,-1,0
182607,2019-09-05 11:28:51.0,I,A,115.691,115.6525,1.5,5.6703,5,-1,0
182608,2019-09-05 14:27:32.0,B,A,137.835,137.731,0.1,29.9096,5,-1,0
182611,2019-09-05 10:11:51.0,L,A,102.761,102.7508,2.0,5.0138,5,-1,0
182612,2019-09-05 10:11:53.0,I,A,115.703,115.6791,1.75,5.6716,5,-1,0
182842,2019-02-06 15:15:45.0,B,A,105.522,105.5972,3.4,21.7429,5,1,0
182854,2019-02-06 15:31:29.0,I,B,112.641,112.6414,0.001,6.0543,5,1,0
182862,2019-02-06 08:39:44.0,B,A,105.708,105.6028,2.6,21.7483,6,-1,0
182864,2019-02-06 16:20:58.0,K,C,125.173,125.2036,0.788,7.2514,5,1,0
187059,2019-02-01 14:37:07.0,A,A,101.675,101.6899,8.0,8.9961,5,1,0
187065,2019-02-01 13:37:08.0,C,B,101.147,101.1471,0.2,9.5671,5,-1,0
187079,2019-02-01 16:20:06.0,H,C,107.867,107.8165,0.135,7.307,5,-1,0
187082,2019-02-01 16:11:49.0,A,A,101.613,101.6132,0.2,8.9878,5,-1,1
187137,2019-03-01 16:42:06.0,E,A,100.634,100.634,0.6,4.3987,5,-1,0
187155,2019-03-01 16:07:04.0,B,C,105.43,105.3665,0.098,21.64,5,-1,0
187180,2019-04-01 15:14:07.0,E,B,101.175,101.1753,0.012,4.3489,5,-1,0
188269,2019-03-06 14:43:53.0,J,B,106.277,106.2577,0.2,10.8701,5,-1,0
188271,2019-03-06 09:41:01.0,C,A,101.949,101.9516,9.0,9.5822,5,1,0
188273,2019-03-06 13:44:38.0,D,A,99.892,99.8854,2.75,14.0143,5,-1,0
188274,2019-03-06 15:54:47.0,C,C,102.18,102.1528,0.263,9.6022,5,-1,0
188352,2019-05-06 06:57:14.0,D,B,103.746,103.6764,3.0,14.501,5,-1,0
188422,2019-06-06 12:49:46.0,B,B,122.885,122.6142,20.56,26.0604,4,-1,0
188423,2019-06-06 15:08:01.0,B,A,122.998,122.9945,0.286,26.1538,5,-1,0
188431,2019-06-06 08:40:30.0,H,A,112.067,112.0719,12.0,7.314,5,1,0
188432,2019-06-06 07:39:35.0,I,D,115.124,115.1413,0.059,5.8863,3,1,0
188436,2019-06-06 15:17:11.0,D,B,109.848,109.7846,0.205,15.4196,5,-1,0
188437,2019-06-06 15:17:13.0,F,B,117.6,117.5572,0.074,14.4057,5,-1,0
188441,2019-06-06 09:41:33.0,J,A,113.136,113.1349,0.063,11.4496,6,1,0
188446,2019-06-06 11:10:45.0,B,B,123.126,123.1172,1.12,26.1901,5,-1,0
188447,2019-06-06 14:43:55.0,B,B,123.113,108.0266,2.0,9.9986,5,-1,0
188529,2019-08-06 15:09:59.0,A,A,111.54,111.5402,0.318,9.5042,5,-1,1
188535,2019-08-06 12:32:35.0,A,A,111.362,111.4848,33.489,9.4987,2,1,0
188536,2019-08-06 07:25:41.0,C,A,112.126,112.1907,2.25,10.2843,5,1,0
188537,2019-08-06 14:43:46.0,E,B,102.845,102.867,5.0,4.0863,5,1,0
188559,2019-08-06 15:09:29.0,H,C,113.852,113.8005,0.008,7.2868,5,-1,0
188560,2019-08-06 08:33:44.0,D,A,118.156,118.1115,1.0,16.6271,5,-1,0
188612,2019-09-06 15:09:57.0,G,A,109.96,109.9213,0.236,7.5752,5,-1,0
188613,2019-09-06 15:10:20.0,B,A,140.245,140.141,0.005,30.5533,5,-1,0
188614,2019-09-06 15:10:53.0,A,A,111.758,111.7884,0.154,9.4403,5,1,0
188626,2019-09-06 11:34:13.0,B,A,138.578,138.7005,3.0,30.1718,2,1,0
188840,2019-02-07 16:07:31.0,A,B,101.451,101.4507,0.045,8.9573,5,-1,0
189660,2019-04-01 09:55:59.0,D,A,101.537,101.4874,2.0,14.219,6,-1,0
189662,2019-04-01 10:42:45.0,F,A,109.864,109.9022,1.5,13.4656,6,1,0
189663,2019-04-01 12:30:31.0,C,A,103.049,103.0418,8.5,9.6364,6,-1,0
189667,2019-04-01 15:15:57.0,A,C,103.284,103.2483,0.05,9.0128,5,-1,0
189668,2019-04-01 15:19:08.0,B,C,108.833,108.8015,0.013,22.5053,5,-1,0
189751,2019-07-01 13:30:57.0,B,A,131.893,131.843,5.0,28.4706,2,-1,0
189753,2019-07-01 07:35:04.0,B,A,131.854,131.8036,0.75,28.4652,5,-1,0
189754,2019-07-01 11:02:20.0,H,D,112.785,112.7776,19.695,7.3064,8,1,1
189761,2019-07-01 08:15:41.0,C,D,110.272,110.2824,0.179,10.1776,9,1,0
189762,2019-07-01 08:34:01.0,D,A,114.626,114.6471,2.75,16.155,6,1,0
189765,2019-07-01 14:13:42.0,C,B,110.438,110.4377,0.001,10.194,5,-1,1
189768,2019-07-01 11:02:20.0,C,D,110.179,110.1924,8.056,10.1685,8,1,0
189772,2019-07-01 15:27:00.0,H,C,113.26,113.1905,0.095,7.3381,5,-1,0
189774,2019-07-01 15:52:02.0,F,A,122.179,122.1842,0.3,15.0106,6,1,0
189779,2019-07-01 15:13:02.0,L,A,102.395,102.3951,0.47,5.1808,5,-1,0
189835,2019-08-01 10:38:12.0,E,A,102.749,102.771,2.0,4.0899,5,1,0
189841,2019-08-01 09:39:49.0,A,B,110.701,110.659,0.16,9.4263,5,-1,0
189842,2019-08-01 12:20:52.0,K,B,128.848,128.8931,0.004,7.0278,5,1,0
189843,2019-08-01 12:36:10.0,A,B,110.747,110.7052,0.013,9.4314,5,-1,0
189856,2019-08-01 15:10:49.0,H,C,113.707,113.629,0.105,7.2835,5,-1,0
189858,2019-08-01 07:23:42.0,L,A,102.516,102.5442,1.3,5.0987,5,1,1
189859,2019-08-01 07:23:43.0,D,A,116.284,116.2573,1.0,16.3357,5,-1,0
189862,2019-08-01 15:12:11.0,F,A,123.766,123.7394,0.05,15.1442,5,-1,0
189941,2019-10-01 15:07:55.0,I,C,115.601,115.5449,0.054,5.5898,5,-1,0
190169,2019-04-02 08:43:25.0,K,B,125.959,125.9588,0.003,7.1597,5,-1,0
190172,2019-04-02 13:22:06.0,H,B,109.202,109.1632,2.5,7.263,5,-1,0
190222,2019-05-02 15:09:44.0,I,A,114.015,114.015,0.265,5.9128,5,-1,0
190228,2019-05-02 12:30:48.0,B,A,112.565,112.4403,0.5,23.4199,5,-1,0
190238,2019-05-02 15:34:59.0,C,B,104.3,104.2999,0.037,9.6894,5,-1,1
192943,2019-03-07 16:11:38.0,C,A,102.782,102.8117,0.021,9.6648,5,1,0
192944,2019-03-07 16:22:24.0,A,A,103.138,103.1739,2.218,9.0623,5,1,1
192945,2019-03-07 08:41:09.0,D,A,100.196,100.1177,6.25,14.0424,5,-1,0
192947,2019-03-07 16:17:19.0,C,A,102.835,102.8644,1.325,9.6717,5,1,0
192952,2019-03-07 14:49:35.0,A,B,103.076,103.0705,0.007,9.0524,5,1,0
192955,2019-03-07 16:09:02.0,J,B,106.953,107.0121,0.016,10.9531,5,1,0
192956,2019-03-07 16:09:50.0,J,B,107.004,107.0037,0.016,10.9517,5,1,0
192965,2019-03-07 16:33:07.0,E,D,101.151,101.1505,2.286,4.4101,5,-1,1
193038,2019-05-07 13:30:17.0,C,A,104.683,104.6667,7.0,9.7222,6,-1,0
193043,2019-05-07 14:32:16.0,D,A,103.608,103.6636,0.75,14.4971,5,1,0
193105,2019-06-07 12:42:30.0,B,B,125.275,125.2076,3.0,26.7397,5,-1,0
193115,2019-06-07 15:14:55.0,F,B,118.808,118.8283,0.006,14.5865,5,1,0
193201,2019-08-07 08:28:36.0,C,A,112.759,112.8149,14.537,10.3461,3,1,1
193207,2019-08-07 07:46:40.0,B,A,140.58,140.794,1.0,23.2521,5,1,0
193227,2019-08-07 09:11:31.0,F,A,126.241,126.2565,1.5,15.4998,5,-1,1
193233,2019-08-07 15:10:22.0,K,C,129.433,129.382,0.28,7.0516,5,-1,0
193320,2019-10-07 10:56:50.0,H,A,113.81,113.8306,3.3,7.12,4,1,0
193321,2019-10-07 08:02:10.0,I,D,115.558,115.5814,0.09,5.5808,3,1,0
193325,2019-10-07 15:11:24.0,B,A,141.816,141.8159,0.011,31.1414,5,-1,0
193507,2019-02-08 12:50:40.0,A,A,101.576,101.5815,1.0,8.9676,5,1,0
193511,2019-02-08 14:00:59.0,A,B,101.441,101.4043,1.25,8.9496,5,-1,0
195241,2019-03-08 16:10:37.0,H,A,108.906,108.884,1.473,7.3012,5,-1,0
195243,2019-03-08 16:11:58.0,K,A,126.052,126.0515,0.05,7.2271,5,-1,0
195244,2019-03-08 08:39:54.0,C,A,102.69,102.7074,6.0,9.6535,5,1,0
195245,2019-03-08 09:25:17.0,C,A,102.721,102.7481,5.5,9.6573,5,1,1
195246,2019-03-08 11:09:36.0,C,A,102.627,102.6367,5.7,9.6453,5,1,1
195247,2019-03-08 14:22:58.0,D,A,101.046,101.0136,4.5,14.1863,5,-1,0
195253,2019-03-08 09:28:50.0,E,A,101.059,101.0439,5.0,4.4021,6,-1,0
195289,2019-04-08 15:34:20.0,E,D,101.273,101.2775,3.06,4.3354,11,-1,1
195290,2019-04-08 08:55:19.0,B,B,109.816,109.888,0.2,22.7828,5,1,0
195335,2019-05-08 08:05:51.0,D,A,103.756,103.8115,1.0,14.5209,6,1,0
195423,2019-07-08 12:33:30.0,E,A,102.602,102.6089,10.8,4.1538,5,1,0
195424,2019-07-08 12:43:28.0,B,A,132.733,132.5426,1.5,28.648,5,-1,0
195440,2019-07-08 13:31:35.0,C,D,110.484,110.476,0.306,10.1769,15,-1,0
195441,2019-07-08 14:08:30.0,J,A,115.596,115.6238,0.22,11.6631,6,1,0
195444,2019-07-08 13:22:19.0,D,A,114.704,114.5557,4.511,16.117,3,-1,0
195446,2019-07-08 15:11:38.0,D,A,114.51,114.189,5.0,16.0676,3,-1,0
195448,2019-07-08 09:05:27.0,K,B,128.768,128.768,0.002,7.0909,5,-1,0
195450,2019-07-08 09:14:53.0,A,B,110.203,110.2033,0.018,9.4512,5,1,0
195451,2019-07-08 15:05:36.0,I,B,115.382,115.382,0.011,5.8221,5,1,0
195481,2019-08-08 08:02:18.0,F,A,125.663,125.6882,1.5,15.4083,6,1,0
195484,2019-08-08 09:02:11.0,C,A,112.597,112.6068,3.3,10.3172,5,1,0
195499,2019-08-08 15:33:51.0,A,C,111.558,111.5809,0.846,9.4969,5,1,0
195501,2019-08-08 11:33:54.0,C,A,112.32,112.3432,3.2,10.2896,5,1,0
195502,2019-08-08 11:34:26.0,J,A,118.283,118.3046,2.7,11.8876,5,1,0
195507,2019-08-08 14:23:01.0,I,A,115.812,115.8332,1.75,5.7589,5,1,0
195513,2019-08-08 15:05:29.0,E,A,102.87,102.85,0.039,4.0742,5,-1,0
195514,2019-08-08 15:06:39.0,D,A,118.511,118.4769,0.11,16.6772,5,-1,0
195571,2019-10-08 09:55:13.0,C,D,112.875,112.8547,0.026,10.1967,9,-1,0
195576,2019-10-08 08:18:18.0,L,A,102.68,102.6649,1.75,4.9315,4,-1,0
195577,2019-10-08 08:18:49.0,E,A,102.729,102.6817,15.75,4.0,4,-1,0
197219,2019-04-09 13:27:07.0,K,B,126.221,126.2211,0.01,7.1595,5,1,0
197221,2019-04-09 14:08:21.0,G,B,104.607,104.6073,0.001,7.5447,5,1,0
197222,2019-04-09 15:19:26.0,H,B,109.366,109.3664,0.015,7.2611,5,-1,0
197224,2019-04-09 15:20:50.0,E,B,101.32,101.3199,0.025,4.3347,5,-1,0
197230,2019-04-09 14:53:01.0,H,D,109.399,109.3504,0.917,7.2591,12,-1,0
197231,2019-04-09 14:53:01.0,I,D,113.65,113.6048,0.872,5.9526,12,-1,0
197287,2019-05-09 12:45:43.0,C,B,104.458,104.419,2.55,9.6849,5,-1,0
197289,2019-05-09 14:16:28.0,B,A,111.8,111.7685,1.045,23.2303,5,-1,0
197372,2019-07-09 09:16:40.0,C,A,110.531,110.5388,5.9,10.1843,5,1,1
197373,2019-07-09 10:26:07.0,J,A,115.476,115.6437,5.25,11.6628,5,1,0
197377,2019-07-09 07:15:24.0,C,D,110.151,110.1766,0.062,10.1439,3,1,0
197379,2019-07-09 08:47:13.0,L,B,102.195,102.1953,0.004,5.1467,5,-1,0
197380,2019-07-09 15:07:50.0,B,B,131.838,131.8828,0.017,28.4965,5,1,0
197416,2019-08-09 10:56:33.0,D,D,117.868,117.9234,0.218,16.5871,10,1,1
197417,2019-08-09 10:56:33.0,I,D,115.762,115.7841,0.299,5.7526,10,1,1
197419,2019-08-09 07:39:59.0,D,A,118.508,118.3871,1.0,16.6577,5,-1,1
197428,2019-08-09 08:26:43.0,G,D,109.569,109.6057,0.022,7.6265,10,1,0
197431,2019-08-09 10:56:33.0,D,D,117.867,117.9171,0.121,16.5871,10,1,0
197432,2019-08-09 10:56:33.0,H,D,113.67,113.6962,0.158,7.2664,10,1,0
197434,2019-08-09 10:56:33.0,G,D,109.559,109.5961,0.089,7.6265,10,1,0
197437,2019-08-09 15:02:58.0,C,A,111.905,111.9308,0.316,10.243,5,1,1
197476,2019-09-09 10:36:45.0,B,A,138.38,138.9851,2.5,30.2458,4,1,0
197477,2019-09-09 12:28:26.0,C,A,112.399,112.4489,2.66,10.2199,3,1,0
197489,2019-09-09 09:43:13.0,E,A,102.807,102.8574,27.5,3.9919,4,1,0
197527,2019-10-09 07:43:15.0,G,A,109.771,109.7897,3.0,7.4952,4,1,1
197528,2019-10-09 07:44:13.0,B,A,141.35,141.2423,0.25,31.1414,4,-1,0
197529,2019-10-09 07:44:58.0,E,A,102.715,102.6748,15.0,4.0,4,-1,0
197530,2019-10-09 11:08:51.0,G,A,109.741,109.7623,3.0,7.4952,4,1,1
197547,2019-10-09 10:02:05.0,G,A,109.704,109.719,3.0,7.4952,4,1,0
199597,2019-07-02 15:10:57.0,D,A,116.044,116.0256,0.038,16.3751,5,-1,0
199598,2019-07-02 15:11:05.0,J,A,116.646,116.6446,1.67,11.7972,5,1,1
199599,2019-07-02 15:12:30.0,J,A,116.633,116.6412,0.625,11.7967,5,1,1
199608,2019-07-02 15:13:55.0,D,B,115.945,116.0078,0.015,16.3723,5,1,0
199609,2019-07-02 15:17:25.0,J,B,116.647,116.6501,0.107,11.798,5,1,0
199610,2019-07-02 15:18:34.0,J,B,116.655,116.6551,0.107,11.799,5,1,0
199613,2019-07-02 14:05:36.0,C,A,111.103,111.0994,5.5,10.2627,4,1,0
199614,2019-07-02 14:48:08.0,F,A,123.004,122.9477,4.25,15.1172,5,-1,1
199621,2019-07-02 14:03:56.0,E,D,102.821,102.796,7.355,4.1798,8,-1,0
199630,2019-07-02 09:27:15.0,C,A,110.95,110.968,10.75,10.248,3,1,1
199676,2019-08-02 15:14:20.0,L,A,102.647,102.6353,1.245,5.1014,5,-1,0
199685,2019-08-02 10:22:37.0,J,A,117.687,117.9302,3.35,11.8601,5,1,0
199692,2019-08-02 15:19:37.0,D,A,117.717,117.6724,0.978,16.5619,6,-1,0
199693,2019-08-02 08:12:10.0,D,A,117.076,117.0669,1.0,16.4641,5,-1,1
199695,2019-08-02 09:05:26.0,F,A,124.07,124.1063,1.0,15.1979,5,1,0
199696,2019-08-02 09:09:15.0,F,A,124.064,124.0998,1.0,15.1969,5,1,0
199735,2019-09-02 14:07:57.0,G,B,110.323,110.346,0.9,7.626,10,1,0
199736,2019-09-02 09:43:53.0,I,A,116.156,116.1727,2.0,5.7157,6,1,0
199741,2019-09-02 08:37:45.0,F,A,126.569,126.4192,4.5,15.4542,4,-1,0
199742,2019-09-02 10:42:22.0,H,A,114.289,114.3247,7.45,7.254,5,1,0
199743,2019-09-02 10:43:20.0,G,A,110.256,110.3324,7.1,7.6253,5,1,0
200039,2019-04-03 09:59:41.0,C,A,103.007,102.9746,8.0,9.6255,6,-1,0
200041,2019-04-03 15:18:36.0,G,C,104.313,104.2905,0.009,7.5335,5,-1,0
200045,2019-04-03 15:27:22.0,C,C,103.031,102.983,0.075,9.6247,5,-1,0
200123,2019-05-03 15:06:43.0,B,A,112.015,112.1453,0.094,23.3393,5,1,0
200126,2019-05-03 08:22:57.0,K,B,126.629,126.6291,1.0,7.1189,5,-1,0
200133,2019-05-03 14:15:25.0,A,B,104.787,104.7866,0.006,9.0814,5,-1,1
200140,2019-05-03 10:30:26.0,F,A,111.581,111.5313,0.75,13.6234,6,-1,0
200191,2019-06-03 11:37:01.0,K,B,127.746,127.7461,0.014,7.1172,5,1,1
200192,2019-06-03 11:37:02.0,K,B,127.746,127.7461,0.005,7.1172,5,-1,0
200193,2019-06-03 11:37:06.0,A,B,107.115,107.1154,0.014,9.2384,5,-1,0
200196,2019-06-03 08:01:17.0,C,A,107.092,107.1007,4.3,9.9137,6,1,0
200197,2019-06-03 13:27:12.0,C,A,107.145,107.1505,4.2,9.9183,6,1,0
200199,2019-06-03 14:44:52.0,G,A,107.073,107.0898,20.0,7.6074,3,1,0
201585,2019-01-25 10:14:02.0,F,F,107.783,107.709,1.0,13.2862,7,-1,0
201603,2019-04-10 13:54:42.0,A,B,104.202,104.2019,0.002,9.0859,5,1,0
201605,2019-04-10 15:16:02.0,C,B,103.907,103.912,0.6,9.706,5,-1,0
201608,2019-04-10 15:15:52.0,D,C,102.734,102.6691,0.033,14.3924,5,-1,0
201651,2019-05-10 09:08:50.0,C,D,104.483,104.4939,0.004,9.6905,17,1,0
201652,2019-05-10 09:08:50.0,C,D,104.553,104.4939,0.059,9.6905,17,-1,0
201653,2019-05-10 07:26:32.0,D,A,103.384,103.3396,1.0,14.4342,5,-1,0
201655,2019-05-10 08:32:27.0,A,A,104.792,104.7505,2.5,9.06,5,-1,0
201695,2019-06-10 09:32:23.0,C,A,108.158,108.1579,1.0,10.0074,6,1,0
201696,2019-06-10 09:32:23.0,F,A,118.073,117.9722,1.5,14.4595,6,-1,0
201698,2019-06-10 10:12:55.0,B,A,123.555,123.5732,1.25,26.3091,6,-1,0
201699,2019-06-10 10:12:55.0,F,A,117.89,117.7552,1.5,14.4292,6,-1,0
201700,2019-06-10 11:10:43.0,B,A,123.629,123.6033,1.25,26.3158,6,-1,0
201764,2019-07-10 10:04:49.0,C,B,109.993,109.9925,0.011,10.1235,5,-1,1
201767,2019-07-10 15:10:11.0,C,C,110.329,110.3004,0.13,10.1553,5,-1,0
201770,2019-07-10 10:38:17.0,G,A,108.426,108.4122,1.5,7.6182,5,-1,0
201772,2019-07-10 08:28:44.0,C,A,110.205,110.23,2.25,10.1496,5,1,0
201774,2019-07-10 12:50:36.0,B,A,130.7,130.9486,7.4,28.195,2,-1,1
201889,2019-10-10 13:13:06.0,D,A,118.447,118.6981,3.5,16.7509,4,1,0
201890,2019-10-10 14:26:15.0,J,A,117.879,117.8443,1.25,11.7364,4,-1,0
202118,2019-03-11 11:59:13.0,D,A,100.847,100.8403,3.0,14.1569,5,-1,0
202121,2019-03-11 13:32:23.0,K,B,126.004,126.0044,0.005,7.2212,5,-1,0
202129,2019-03-11 16:15:04.0,J,C,106.919,106.963,1.135,10.943,5,1,0
202133,2019-03-11 15:00:17.0,F,A,109.464,109.5228,0.15,13.459,5,1,0
203926,2019-01-30 16:04:21.0,J,F,104.75,104.8442,0.396,10.7835,5,1,0
204101,2019-02-06 16:25:07.0,E,F,100.568,100.533,0.238,4.4609,4,-1,0
204503,2019-04-11 12:49:52.0,K,B,126.805,126.8054,0.015,7.1899,5,-1,0
204504,2019-04-11 14:25:08.0,I,B,114.086,114.0862,0.017,5.9731,5,1,0
204505,2019-04-11 15:23:04.0,C,B,104.25,104.2595,1.1,9.7365,5,-1,1
204506,2019-04-11 08:00:22.0,D,A,102.612,102.6775,4.0,14.3852,6,1,0
204509,2019-04-11 09:17:17.0,C,A,104.13,104.1145,6.7,9.7214,6,-1,0
204605,2019-06-11 13:29:22.0,C,A,108.55,102.0228,16.8,2.9417,3,-1,0
204606,2019-06-11 14:57:55.0,L,A,101.588,101.5912,3.91,5.187,5,-1,0
204607,2019-06-11 15:10:32.0,C,A,108.414,108.4139,0.093,10.032,5,-1,0
204613,2019-06-11 13:56:58.0,E,A,102.128,102.1234,10.5,4.2036,5,-1,0
204619,2019-06-11 11:48:26.0,J,A,113.482,113.4472,0.5,11.4787,6,-1,0
204620,2019-06-11 12:45:36.0,D,A,110.674,110.7061,0.75,15.5629,6,1,0
204621,2019-06-11 13:51:26.0,D,A,110.696,110.7339,0.75,15.5666,6,1,0
204622,2019-06-11 14:31:37.0,F,A,118.412,118.3562,2.0,14.5156,6,-1,0
204674,2019-07-11 15:10:27.0,E,A,102.326,102.326,0.576,4.1256,5,-1,1
204679,2019-07-11 09:51:28.0,J,A,115.854,115.6556,2.7,11.6546,5,-1,0
204687,2019-07-11 09:21:56.0,I,D,115.54,115.5141,0.05,5.8161,11,-1,0
204689,2019-07-11 15:17:16.0,K,A,128.211,128.2113,0.3,7.04,6,-1,0
204783,2019-09-11 10:56:51.0,E,A,102.79,102.7982,26.9,3.9837,4,1,0
204791,2019-09-11 11:38:33.0,F,A,124.129,124.0531,3.0,15.0983,4,-1,0
204833,2019-10-11 15:05:34.0,H,A,113.169,113.1446,0.12,7.12,5,-1,0
205018,2019-02-12 11:44:55.0,A,A,101.537,101.5367,0.95,8.9586,6,-1,1
205021,2019-02-12 10:50:58.0,C,A,101.089,101.0599,1.5,9.5364,5,-1,0
205073,2019-03-12 10:19:18.0,B,A,108.235,108.2504,3.0,22.3915,6,1,0
205109,2019-04-12 14:48:43.0,I,B,113.89,113.8897,0.013,5.9579,5,1,0
205752,2019-02-11 08:33:51.0,J,F,105.073,105.0163,0.1,10.7758,5,-1,0
205773,2019-02-11 15:52:19.0,G,F,102.806,102.8543,0.2,7.5424,5,1,0
205870,2019-02-14 16:13:36.0,A,F,101.467,101.4711,3.0,8.9418,5,1,0
205909,2019-02-18 13:06:51.0,C,G,101.067,101.0903,10.35,9.5256,3,1,0
206425,2019-02-19 09:33:16.0,C,G,101.167,101.1706,10.15,9.5319,4,1,0
206470,2019-02-20 15:40:42.0,B,F,105.979,105.982,0.01,21.819,5,-1,0
206519,2019-02-22 16:23:57.0,A,F,102.113,102.0126,0.001,8.9771,4,-1,0
206523,2019-02-25 09:40:31.0,I,F,112.9,112.928,2.0,6.0231,5,1,0
206556,2019-02-26 10:20:03.0,C,G,101.905,101.9139,8.25,9.5961,5,1,0
206580,2019-02-26 15:46:33.0,A,F,102.245,102.3173,3.5,9.003,6,1,0
206620,2019-02-27 15:10:25.0,F,F,108.168,108.168,0.1,13.2865,7,-1,0
206944,2019-01-28 09:41:00.0,B,G,106.104,106.2005,1.0,21.9069,5,1,0
206965,2019-01-28 16:11:35.0,H,F,107.945,107.919,0.14,7.3306,5,-1,0
207055,2019-03-04 16:44:41.0,I,F,112.904,112.8592,0.6,6.0002,4,-1,0
207090,2019-03-06 08:56:06.0,B,G,106.688,106.7975,5.45,22.0149,5,1,1
207159,2019-01-29 16:15:00.0,F,F,107.517,107.457,0.4,13.2455,7,-1,0
207160,2019-01-29 16:18:18.0,F,F,107.507,107.447,0.004,13.2441,6,-1,0
207194,2019-01-30 16:02:55.0,F,F,107.272,107.192,1.922,13.2051,5,-1,0
207195,2019-01-30 16:21:20.0,K,F,125.215,125.2547,0.744,7.2725,5,1,1
207199,2019-01-30 16:30:40.0,A,F,101.382,101.3389,0.005,8.9696,5,-1,0
207234,2019-01-31 16:20:32.0,J,F,105.593,105.4653,1.015,10.8504,5,-1,0
207335,2019-03-07 16:12:22.0,B,F,108.299,108.2545,0.005,22.3958,5,-1,0
207450,2019-03-13 09:53:25.0,B,G,107.953,107.9915,7.55,22.3236,5,1,0
207540,2019-03-15 16:13:54.0,H,F,108.64,108.6489,0.009,7.2641,5,1,0
207553,2019-03-18 11:09:35.0,A,F,103.01,103.0471,1.3,9.0274,5,1,0
207834,2019-02-07 15:42:43.0,G,F,102.903,102.855,0.8,7.5475,5,-1,0
207837,2019-02-07 16:14:53.0,A,G,101.49,101.471,0.6,8.9588,5,-1,0
207898,2019-03-26 15:11:25.0,H,F,109.274,109.1182,0.07,7.2778,5,-1,0
207900,2019-03-26 15:37:17.0,J,F,107.776,107.5643,0.001,10.9773,5,-1,0
207933,2019-03-27 16:19:47.0,A,F,104.065,104.0967,0.246,9.1105,5,1,0
